attack_type,nodes_removed,connectivity_loss
Targeted,50,0.41657023837075036
Targeted,100,3.710560826969067
Targeted,200,17.04080845483299
Targeted,500,25.59592686878037
Targeted,1000,66.52009565686956
Random,50,0.4319987657178115
Random,100,1.103139705315126
Random,200,1.7357093265447765
Random,500,4.99112859677544
Random,1000,9.7739720743655
